Heap_Position,Original_Index,Inv_Perm
1777,2252,3563
1778,2498,3585
1779,2453,3384
1780,101,3673
1781,1134,3648
1782,3731,3516
1783,2476,3595
1784,3861,3586
1785,3782,3602
1786,3630,3768
1787,3944,3368
1788,2297,3696
1789,3926,3423
1790,258,3400
1791,3648,3655
1792,3660,3650
1793,3679,3509
1794,3764,3539
1795,3795,3558
1796,3833,3504
1797,3694,3721
1798,1238,3621
1799,3852,3620
1800,109,3351
1801,2254,3551
1802,3677,3589
1803,2308,3487
1804,3879,3728
1805,2491,3412
1806,2375,3338
1807,2296,3575
1808,967,3636
1809,3736,3523
1810,3747,3693
1811,3844,3512
1812,3820,3399
1813,1233,3760
1814,2512,3479
1815,3752,3893
1816,3821,3432
1817,2562,3876
1818,3734,3527
1819,1176,3543
1820,3864,3723
1821,3809,3507
1822,3925,3525
1823,930,3568
1824,2564,3394
1825,3659,3390
1826,3639,3470
1827,1073,3908
1828,2415,3467
1829,3923,3361
1830,3706,3443
1831,3775,3608
1832,3841,3403
1833,3848,3770
1834,2478,3489
1835,2460,3415
1836,3665,3483
1837,2545,4085
1838,2265,3546
1839,2494,3641
1840,3681,3754
1841,3652,3506
1842,2281,3435
1843,3729,3718
1844,3771,3591
1845,3807,3847
1846,2436,3630
1847,3611,3676
1848,965,3548
1849,2539,3581
1850,3698,3761
1851,3846,3717
1852,2568,3798
1853,2270,3600
1854,3834,3587
1855,3774,3455
1856,2413,3518
1857,3867,3547
1858,2550,3682
1859,3749,3425
1860,2535,3350
1861,2447,3741
1862,2330,4008
1863,983,3750
1864,3788,3573
1865,2515,3529
1866,3884,3360
1867,3939,3688
1868,3710,3584
1869,3715,3890
1870,2326,3414
1871,256,3646
1872,3727,3381
1873,3683,3462
1874,2336,3809
1875,3721,3465
1876,204,3446
1877,3868,3916
1878,2496,3663
1879,2559,3627
1880,3881,4017
1881,945,3611
1882,3791,3678
1883,2354,3477
1884,2486,3541
1885,247,3352
1886,3947,3742
1887,250,4288
1888,3816,3532
1889,3823,3562
1890,3751,3653
1891,2307,3560
1892,2523,3639
1893,0,3456
1894,2301,3339
1895,2348,3374
1896,2466,3333
1897,1,3447
1898,3914,3557
1899,1198,3946
1900,2360,4060
1901,298,3831
1902,2335,3743
1903,2449,3535
1904,3773,4088
1905,2277,3438
1906,15,4048
1907,3929,4227
1908,3682,4150
1909,2404,4167
1910,2331,4103
1911,3613,4178
1912,2529,3981
1913,959,3379
1914,241,3977
1915,3897,4101
1916,2517,3883
1917,3629,3878
1918,2493,4199
1919,2333,4182
1920,2268,3684
1921,3670,4272
1922,3650,4247
1923,3621,3785
1924,3748,3905
1925,2506,4310
1926,3666,4258
1927,218,3924
1928,167,3712
1929,2419,4157
1930,2521,3749
1931,3894,4217
1932,2329,4172
1933,2366,4164
1934,2384,4181
1935,3928,3989
1936,3903,4294
1937,2525,3713
1938,3896,4104
1939,3745,3490
1940,3847,4362
1941,3924,4112
1942,3603,3957
1943,3935,4245
1944,1021,3930
1945,2519,4236
1946,2543,4098
1947,3915,4163
1948,3921,4125
1949,2345,4158
1950,2513,4260
1951,2267,4009
1952,2501,4134
1953,1059,4072
1954,295,3904
1955,3687,4207
1956,153,4153
1957,3790,3919
1958,3673,3828
1959,2255,4270
1960,3927,4083
1961,2455,4219
1962,3616,4027
1963,3760,4047
1964,2339,3900
1965,151,3974
1966,56,4143
1967,2320,4110
1968,2526,4059
1969,2351,3972
1970,2247,3987
1971,273,3923
1972,2389,3998
1973,2282,3880
1974,2427,4289
1975,2492,3453
1976,86,4255
1977,3878,4067
1978,269,4051
1979,3625,3857
1980,141,4010
1981,2311,4084
1982,61,4264
1983,100,4295
1984,2373,3954
1985,3746,4326
1986,1236,4113
1987,208,4001
1988,157,4256
1989,191,4120
1990,3609,4176
1991,2395,3386
1992,2424,4222
1993,2248,4325
1994,2470,4054
1995,3081,4195
1996,124,4066
1997,248,4147
1998,3646,3677
1999,263,4096
2000,3845,4062
2001,2483,4043
2002,2299,4286
2003,2412,4152
2004,1212,4250
2005,72,4018
2006,2379,4293
2007,3661,3789
2008,2274,3855
2009,234,4026
2010,3208,3906
2011,182,3731
2012,135,4168
2013,2500,4238
2014,299,4274
2015,104,4076
2016,237,3775
2017,2259,4029
2018,23,3834
2019,3157,3888
2020,43,4338
2021,2262,4177
2022,223,4127
2023,3135,4138
2024,932,4189
2025,97,4118
2026,65,3952
2027,2392,4188
2028,2983,4107
2029,177,4273
2030,2374,3926
2031,1131,4014
2032,67,4313
2033,30,4117
2034,276,4252
2035,166,4192
2036,2276,3632
2037,226,4108
2038,94,4074
2039,267,4069
2040,2323,3936
2041,288,3662
2042,22,4218
2043,2402,4285
2044,32,4105
2045,228,4061
2046,2409,3795
2047,2304,4224
2048,1188,3475
2049,80,4116
2050,2489,3944
2051,190,3958
2052,2505,4146
2053,59,3842
2054,113,3994
2055,270,4203
2056,2410,4303
2057,3013,4099
2058,198,4194
2059,2359,4050
2060,163,4160
2061,3050,3999
2062,148,4187
2063,2401,4011
2064,159,4052
2065,87,4299
2066,120,3939
2067,3,4213
2068,251,3791
2069,46,4347
2070,40,4232
2071,34,3984
2072,12,4246
2073,3068,4228
2074,2959,4053
2075,4741,4031
2076,68,4315
2077,171,4044
2078,13,3993
2079,242,4091
2080,39,4367
2081,230,4261
2082,1109,3973
2083,41,4320
2084,3165,4209
2085,192,3877
2086,239,3703
2087,2283,3445
2088,35,4119
2089,215,3818
2090,70,3633
2091,4799,4302
2092,283,4191
2093,181,4231
2094,122,3859
2095,281,4114
2096,71,4204
2097,4900,4284
2098,81,4022
2099,168,4206
2100,2988,4214
2101,69,3669
2102,4,4243
2103,236,4279
2104,2952,3714
2105,18,4211
2106,243,3934
2107,189,4173
2108,144,3872
2109,173,4079
2110,139,4129
2111,2991,4208
2112,2321,4169
2113,3175,3895
2114,63,4039
2115,199,4070
2116,1040,3850
2117,49,3991
2118,193,3751
2119,16,3719
2120,38,4201
2121,3057,4139
2122,154,3901
2123,64,4304
2124,209,4374
2125,92,4128
2126,3192,4237
2127,227,4078
2128,27,4259
2129,235,4185
2130,221,4317
2131,42,4162
2132,2342,4166
2133,50,4028
2134,212,4254
2135,268,4056
2136,117,3955
2137,128,4283
2138,98,3960
2139,178,4089
2140,111,4215
2141,125,4154
2142,170,3702
2143,290,3814
2144,271,3885
2145,184,4225
2146,28,4094
2147,95,3966
2148,202,4275
2149,187,4038
2150,76,4005
2151,24,4221
2152,216,4242
2153,149,3846
2154,201,4220
2155,90,3803
2156,217,4006
2157,3083,4135
2158,174,4080
2159,53,4115
2160,145,4253
2161,48,3440
2162,3032,4276
2163,9,3434
2164,7,4175
2165,158,3871
2166,126,4212
2167,102,4324
2168,82,3992
2169,66,4025
2170,110,4328
2171,150,3953
2172,186,3833
2173,4650,4140
2174,105,4226
2175,280,4132
2176,222,4102
2177,213,4082
2178,96,4280
2179,296,4291
2180,14,3990
2181,275,4071
2182,116,3961
2183,279,3909
2184,259,3748
2185,21,4151
2186,129,4210
2187,287,4171
2188,11,3917
2189,57,3982
2190,103,3709
2191,74,4305
2192,3146,4021
2193,118,4265
2194,156,4180
2195,8,4012
2196,115,4281
2197,205,4300
2198,289,4064
2199,36,4377
2200,17,4087
2201,266,3913
2202,84,3793
2203,4721,4030
2204,179,4122
2205,138,3642
2206,3232,4200
2207,33,3816
2208,25,4257
2209,220,4049
2210,2,4202
2211,5,4287
2212,78,3951
2213,293,4229
2214,6,4269
2215,284,3865
2216,55,3915
2217,206,4240
2218,262,3962
2219,176,4042
2220,2940,4106
2221,3098,3765
2222,292,4142
2223,20,4046
2224,3054,4041
2225,152,3705
2226,147,4121
2227,272,4073
2228,207,3463
2229,127,3715
2230,91,4145
2231,4915,3576
2232,211,4045
2233,277,1041
2234,3152,1715
2235,286,1608
2236,132,1320
2237,224,1501
2238,3055,1703
2239,3101,1481
2240,200,1696
2241,246,1521
2242,114,1773
2243,133,1068
2244,31,1594
2245,4964,1558
2246,79,1698
2247,89,1970
2248,146,1993
2249,2370,1026
2250,37,1281
2251,297,1123
2252,231,1777
2253,3089,1598
2254,19,1801
2255,4947,1959
2256,3132,1680
2257,3136,1503
2258,2951,1346
2259,2913,2017
2260,2919,1676
2261,197,1024
2262,164,2021
2263,219,1319
2264,3061,1548
2265,265,1838
2266,169,1507
2267,3137,1951
2268,210,1920
2269,3094,1482
2270,214,1853
2271,83,1556
2272,3154,1638
2273,3964,1357
2274,2933,2008
2275,4813,1479
2276,294,2036
2277,278,1905
2278,93,1439
2279,4960,1470
2280,4838,1027
2281,4977,1842
2282,136,1973
2283,185,2087
2284,257,1496
2285,4956,1218
2286,264,1080
2287,108,1539
2288,4962,1406
2289,3018,1188
2290,3134,1635
2291,4767,1709
2292,73,1386
2293,3185,1716
2294,3141,1545
2295,3020,1278
2296,54,1807
2297,4913,1788
2298,183,1752
2299,4902,2002
2300,3164,1012
2301,140,1894
2302,3009,1564
2303,4848,1506
2304,85,2047
2305,4696,1759
2306,291,1747
2307,4735,1891
2308,285,1803
2309,4252,1655
2310,4894,1287
2311,229,1981
2312,4875,1159
2313,2996,1593
2314,4686,1611
2315,261,1675
2316,3104,1452
2317,2970,1683
2318,137,1602
2319,4700,1038
2320,10,1967
2321,29,2112
2322,4660,1595
2323,2999,2040
2324,99,1744
2325,4758,1721
2326,4845,1870
2327,4982,1333
2328,3073,1583
2329,77,1932
2330,119,1862
2331,4654,1910
2332,188,967
2333,4983,1919
2334,4920,1040
2335,161,1902
2336,4701,1874
2337,4966,1380
2338,4963,1213
2339,2941,1964
2340,4683,1530
2341,4922,1542
2342,203,2132
2343,165,1462
2344,3049,1701
2345,195,1949
2346,3228,1299
2347,2475,1673
2348,2936,1895
2349,143,1518
2350,3241,1411
2351,2942,1969
2352,4665,1447
2353,2985,1642
2354,26,1883
2355,194,1725
2356,112,1220
2357,3143,1568
2358,4842,1205
2359,4819,2059
2360,142,1900
2361,4808,1719
2362,3064,1370
2363,4251,1692
2364,4246,1769
2365,3238,1553
2366,134,1933
2367,244,1228
2368,3199,1646
2369,3145,1652
2370,3959,2249
2371,4877,1656
2372,4121,1619
2373,172,1984
2374,162,2030
2375,260,1806
2376,3010,1265
2377,2989,1081
2378,4975,1154
2379,4733,2006
2380,4980,1113
2381,3095,1653
2382,3026,1694
2383,2945,1398
2384,52,1934
2385,233,1359
2386,4860,1540
2387,4781,1282
2388,4978,1209
2389,2994,1972
2390,4672,1560
2391,4036,1700
2392,196,2027
2393,282,1368
2394,4776,1565
2395,4691,1991
2396,3035,1450
2397,160,1546
2398,4789,1671
2399,225,1718
2400,2992,1749
2401,4094,2063
2402,4840,2043
2403,3025,1665
2404,4943,1909
2405,4720,1760
2406,4986,1390
2407,3051,1624
2408,2979,1133
2409,44,2046
2410,175,2056
2411,4939,1401
2412,3118,2003
2413,3006,1856
2414,4817,1561
2415,4679,1828
2416,2965,1028
2417,3160,1584
2418,3036,1119
2419,4126,1929
2420,3226,1131
2421,4852,1630
2422,4790,1155
2423,4716,1344
2424,2928,1992
2425,3122,1643
2426,3113,1764
2427,4240,1974
2428,3142,1135
2429,3103,1311
2430,4934,1460
2431,4785,1570
2432,3251,1688
2433,4800,1198
2434,245,1424
2435,3075,1484
2436,4878,1846
2437,4821,1641
2438,4938,1524
2439,58,1418
2440,4850,1169
2441,4856,1286
2442,4160,1510
2443,4999,1446
2444,4958,1674
2445,3231,1636
2446,4765,1307
2447,4681,1861
2448,3147,1301
2449,4778,1903
2450,3222,1415
2451,107,1654
2452,2976,1525
2453,3970,1779
2454,3024,1689
2455,3211,1961
2456,4782,1567
2457,4816,1612
2458,4171,1260
2459,3015,972
2460,2953,1835
2461,2954,1186
2462,3244,1504
2463,4740,1271
2464,4690,1466
2465,4193,1661
2466,4883,1896
2467,4692,1042
2468,4923,1622
2469,4676,1547
2470,3001,1994
2471,4996,1486
2472,3091,1384
2473,3028,1115
2474,4761,1351
2475,4030,2347
2476,62,1783
2477,4909,1408
2478,4750,1834
2479,106,1512
2480,88,1268
2481,3124,1723
2482,3041,1433
2483,4262,2001
2484,4247,1066
2485,4728,1563
2486,4708,1884
2487,4757,1578
2488,4804,1093
2489,3968,2050
2490,4861,1090
2491,3099,1805
2492,45,1975
2493,4869,1918
2494,4732,1839
2495,4870,1266
2496,3105,1878
2497,3003,1207
2498,4925,1778
2499,4879,1396
2500,4779,2013
2501,4727,1952
2502,3204,1527
2503,4919,943
2504,4702,1734
2505,3087,2052
2506,131,1925
2507,4968,1244
2508,2948,1036
2509,2971,1184
2510,4843,1531
2511,3070,1634
2512,3060,1814
2513,3019,1950
2514,3252,1626
2515,3233,1865
2516,3177,1645
2517,2995,1916
2518,2932,1101
2519,3225,1945
2520,2935,1722
2521,3096,1930
2522,2975,1499
2523,240,1892
2524,3092,1576
2525,4866,1937
2526,4738,1968
2527,3046,1478
2528,3144,1487
2529,4954,1912
2530,254,1667
2531,3042,1055
2532,4283,1669
2533,47,1617
2534,4777,1121
2535,3126,1860
2536,4760,1758
2537,3100,974
2538,4950,1616
2539,3168,1849
2540,4663,1495
2541,4933,1491
2542,255,1029
2543,3209,1946
2544,4993,1202
2545,2920,1837
2546,3253,1254
2547,4687,1682
2548,3215,1345
2549,2997,1736
2550,4876,1858
2551,4242,1373
2552,4718,1480
2553,3224,1340
2554,4908,1170
2555,4931,1157
2556,3191,1150
2557,4699,1629
2558,4688,1153
2559,3161,1879
2560,4935,1585
2561,4711,1395
2562,4867,1817
2563,3194,1770
2564,4726,1824
2565,3166,1529
2566,4187,1172
2567,4858,1717
2568,3148,1852
2569,249,1050
2570,4809,1735
2571,3237,4983
2572,4766,4350
2573,3227,4591
2574,3219,4898
2575,4764,4864
2576,4783,4935
2577,4746,4781
2578,3082,4962
2579,4754,4761
2580,4133,4857
2581,75,4426
2582,3037,4917
2583,2914,4399
2584,3190,4814
2585,3078,4842
2586,2949,4656
2587,4951,4613
2588,3961,4922
2589,4990,4911
2590,4844,4580
2591,3030,4928
2592,4204,4777
2593,4847,4681
2594,2947,4682
2595,4703,4893
2596,3125,4400
2597,3240,4675
2598,3038,4854
2599,4972,4450
2600,3056,4708
2601,3120,4944
2602,4784,4472
2603,3074,4683
2604,4233,4907
2605,4656,4477
2606,2934,4875
2607,4666,4993
2608,4795,4888
2609,4090,4544
2610,4670,4877
2611,4292,4796
2612,4851,4506
2613,3119,4892
2614,4811,4514
2615,4694,4753
2616,4742,4827
2617,2960,4539
2618,4739,4813
2619,3217,4831
2620,3002,4943
2621,4872,4637
2622,4815,4825
2623,4864,4632
2624,123,4760
2625,4974,4826
2626,3017,4856
2627,4823,4707
2628,4914,4689
2629,4961,4755
2630,4841,4929
2631,2943,4709
2632,2922,4628
2633,4946,4751
2634,4868,4840
2635,4763,4897
2636,4707,4865
2637,4882,4969
2638,4930,4623
2639,3169,4965
2640,3214,4384
2641,2924,4710
2642,3027,4984
2643,4713,4726
2644,253,4979
2645,4712,4750
2646,4769,4982
2647,4662,4428
2648,2981,4807
2649,4096,4818
2650,3102,4932
2651,4971,4471
2652,4759,4795
2653,4771,4938
2654,4749,4713
2655,3218,4663
2656,4918,4768
2657,4865,4805
2658,3173,4855
2659,4911,4937
2660,4039,4800
2661,3005,4639
2662,3149,4767
2663,2972,4975
2664,3048,4586
2665,4924,4625
2666,4780,4423
2667,3007,4764
2668,3012,4665
2669,2926,4858
2670,2998,4770
2671,4836,4724
2672,4805,4510
2673,4863,4620
2674,4752,4744
2675,2930,4391
2676,4959,4353
2677,2967,4987
2678,3131,4961
2679,4793,4779
2680,3090,4732
2681,4086,4925
2682,4744,4606
2683,4715,4565
2684,3023,4870
2685,4723,4588
2686,3236,4789
2687,3033,4587
2688,4896,4431
2689,4737,4793
2690,4932,4388
2691,4917,4699
2692,2962,4873
2693,3076,4612
2694,4705,4722
2695,3179,4627
2696,4194,4435
2697,4893,4752
2698,2986,4804
2699,3065,4874
2700,3153,4626
2701,4988,4597
2702,4773,4930
2703,4736,4491
2704,3111,4555
2705,4230,4868
2706,4729,4799
2707,3186,4836
2708,3047,4526
2709,3158,4835
2710,4940,4972
2711,3097,4797
2712,4806,4995
2713,2966,4933
2714,4970,4978
2715,4987,4676
2716,4880,4876
2717,4704,4977
2718,4796,4936
2719,3156,4998
2720,4756,4421
2721,2978,4412
2722,4928,4844
2723,4859,4771
2724,2925,4784
2725,4969,4769
2726,4199,4974
2727,4992,4861
2728,2938,4574
2729,4792,4902
2730,4995,4392
2731,3040,4523
2732,3234,4846
2733,3189,4786
2734,4177,4734
2735,4822,4678
2736,3162,4927
2737,2993,4696
2738,4006,4791
2739,3170,4741
2740,4942,4596
2741,2969,4754
2742,3210,4704
2743,3195,4773
2744,2973,4905
2745,4824,4661
2746,4745,4787
2747,3084,4553
2748,3953,4954
2749,3151,4953
2750,3123,4563
2751,2916,4999
2752,4910,4863
2753,4812,4872
2754,2937,4718
2755,3995,4940
2756,4051,4393
2757,3063,4695
2758,4698,4958
2759,4886,4679
2760,4828,4871
2761,51,4809
2762,4831,4716
2763,3174,4880
2764,4157,4706
2765,2977,4516
2766,4849,4963
2767,4652,4884
2768,3039,4924
2769,4753,4991
2770,2931,4992
2771,2963,4790
2772,4012,4762
2773,4717,4666
2774,4857,4731
2775,3178,4947
2776,4967,4552
2777,4714,4775
2778,3239,4672
2779,4944,4967
2780,4991,4783
2781,3176,4641
2782,4021,4931
2783,4897,4785
2784,4827,4364
2785,4810,4562
2786,3110,4792
2787,4774,4735
2788,4989,4913
2789,4183,4901
2790,4881,4973
2791,2958,4780
2792,3985,4572
2793,4818,4719
2794,4895,4440
2795,4269,4503
2796,4948,4815
2797,4045,4823
2798,3205,4406
2799,3220,4798
2800,4048,4890
2801,4684,4878
2802,2984,4801
2803,4706,4912
2804,4762,4934
2805,3183,4794
2806,4888,4910
2807,3022,4976
2808,4046,4737
2809,4885,4439
2810,4680,4701
2811,3242,4368
2812,4725,4950
2813,4770,4573
2814,2955,4820
2815,3200,4891
2816,4118,4828
2817,3079,4886
2818,3139,4668
2819,3085,4816
2820,4820,4803
2821,3000,4759
2822,4772,4850
2823,4024,4894
2824,4839,4765
2825,3112,4923
2826,3093,4730
2827,3246,4748
2828,4768,4926
2829,4871,4430
2830,4120,4739
2831,4131,4782
2832,3180,4849
2833,4671,4630
2834,4748,4740
2835,4657,4909
2836,2929,4841
2837,4906,4942
2838,4884,4693
2839,3121,4952
2840,4673,4802
2841,2957,4449
2842,3984,4808
2843,232,4738
2844,4689,4883
2845,2968,4592
2846,4667,4959
2847,4787,4853
2848,4786,4729
2849,3207,4622
2850,2961,4766
2851,3167,4405
2852,4682,4520
2853,4747,4595
2854,3011,4603
2855,3117,4778
2856,3008,4997
2857,4678,4989
2858,4054,4743
2859,238,4452
2860,3996,4919
2861,4285,4811
2862,4731,4758
2863,4965,4746
2864,2980,4948
2865,4903,4882
2866,4949,4664
2867,3044,4916
2868,3107,4651
2869,4855,4832
2870,4239,4697
2871,2939,4843
2872,4697,4847
2873,4846,4968
2874,3202,4900
2875,4941,4715
2876,4658,4970
2877,4243,4674
2878,3031,4838
2879,4889,4484
2880,4826,4677
2881,4070,4372
2882,3213,4652
2883,3086,4903
2884,4791,4742
2885,4825,4988
2886,4264,4946
2887,4730,4845
2888,4655,4404
2889,4837,4776
2890,3052,4921
2891,4997,4747
2892,4002,4728
2893,4853,4757
2894,3140,4643
2895,4079,4394
2896,4814,4906
2897,3043,4869
2898,4829,4915
2899,4190,4817
2900,4794,4956
2901,4862,4774
2902,3986,4670
2903,4084,4599
2904,4293,4645
2905,4153,4812
2906,3004,4955
2907,4072,4960
2908,4953,4896
2909,4802,4629
2910,4926,4702
2911,4207,4957
2912,4258,2961
2913,4901,2259
2914,4891,2583
2915,2944,3216
2916,3951,2751
2917,3980,3192
2918,2964,3073
2919,4890,2260
2920,2921,2545
2921,3982,2920
2922,4105,2632
2923,3071,3184
2924,4674,2641
2925,4276,2724
2926,3963,2669
2927,4011,3346
2928,4979,2424
2929,4912,2836
2930,4125,2675
2931,3021,2770
2932,4195,2518
2933,4835,2274
2934,4107,2606
2935,3128,2520
2936,3130,2348
2937,4032,2754
2938,4229,2728
2939,4217,2871
2940,3088,2220
2941,130,2339
2942,4254,2351
2943,4124,2631
2944,4111,2915
2945,4156,2383
2946,3184,3303
2947,4102,2594
2948,4000,2508
2949,4668,2586
2950,3950,3356
2951,4099,2258
2952,3955,2104
2953,3067,2460
2954,4067,2461
2955,3977,2814
2956,4146,2971
2957,4004,2841
2958,4945,2791
2959,4874,2074
2960,4287,2617
2961,2912,2850
2962,4743,2692
2963,3127,2771
2964,4260,2918
2965,4937,2416
2966,4174,2713
2967,4921,2677
2968,4803,2845
2969,4179,2741
2970,4169,2317
2971,2956,2509
2972,4271,2663
2973,4281,2744
2974,3243,3010
2975,4854,2522
2976,4198,2452
2977,3247,2765
2978,4887,2721
2979,4188,2408
2980,3163,2864
2981,4089,2648
2982,4257,2986
2983,4833,2028
2984,4205,2802
2985,3987,2353
2986,2982,2698
2987,4685,3280
2988,4244,2100
2989,4200,2377
2990,3072,3113
2991,4223,2111
2992,4018,2400
2993,4059,2737
2994,4268,2389
2995,3062,2517
2996,4056,2313
2997,4135,2549
2998,4145,2670
2999,3997,2323
3000,3197,2821
3001,3952,2470
3002,3976,2620
3003,3172,2497
3004,4064,2906
3005,4275,2661
3006,3181,2413
3007,4116,2667
3008,4019,2856
3009,4751,2302
3010,2974,2376
3011,4669,2854
3012,4263,2668
3013,4936,2057
3014,4055,3240
3015,4057,2459
3016,4225,3128
3017,4273,2626
3018,3965,2289
3019,4709,2513
3020,4154,2295
3021,4085,2931
3022,4279,2807
3023,3971,2684
3024,4108,2454
3025,4083,2403
3026,4155,2382
3027,4013,2642
3028,4955,2473
3029,3106,3264
3030,4149,2591
3031,4122,2878
3032,4241,2162
3033,3992,2687
3034,4228,3269
3035,4020,2396
3036,4165,2418
3037,4710,2582
3038,4211,2598
3039,4256,2768
3040,4234,2731
3041,4060,2482
3042,4058,2531
3043,4248,2897
3044,3957,2867
3045,3960,3134
3046,4189,2527
3047,3108,2708
3048,4088,2664
3049,4074,2344
3050,4212,2061
3051,3235,2407
3052,4014,2890
3053,4026,3166
3054,4093,2224
3055,4104,2238
3056,4952,2600
3057,4065,2121
3058,4143,3310
3059,4266,3282
3060,4007,2512
3061,4192,2264
3062,4132,2995
3063,4173,2757
3064,4693,2362
3065,3962,2699
3066,4003,3285
3067,4274,2953
3068,4249,2073
3069,3201,3252
3070,3216,2511
3071,4038,2923
3072,3967,2990
3073,2918,2328
3074,4137,2603
3075,4178,2435
3076,4659,2693
3077,4196,3083
3078,4091,2585
3079,4063,2817
3080,4119,3236
3081,4905,1995
3082,4081,2578
3083,3077,2157
3084,3981,2747
3085,4197,2819
3086,4873,2883
3087,4097,2505
3088,4168,2940
3089,4062,2253
3090,4278,2680
3091,4144,2472
3092,3206,2524
3093,4078,2826
3094,4289,2269
3095,4209,2381
3096,4184,2521
3097,4832,2711
3098,4134,2221
3099,3114,2491
3100,4236,2537
3101,4215,2239
3102,3188,2650
3103,4130,2429
3104,4027,2316
3105,4245,2496
3106,4272,3029
3107,3212,2868
3108,4114,3047
3109,4206,3238
3110,4270,2786
3111,4180,2704
3112,3958,2825
3113,2990,2426
3114,4265,3099
3115,4267,3169
3116,4994,3124
3117,4807,2855
3118,3245,2412
3119,3182,2613
3120,4109,2601
3121,4294,2839
3122,4220,2425
3123,4161,2750
3124,3116,2481
3125,4033,2596
3126,4080,2535
3127,4023,2963
3128,3016,2935
3129,4163,3137
3130,4159,2936
3131,4695,2678
3132,3990,2256
3133,3993,3299
3134,3045,2290
3135,4218,2023
3136,3972,2257
3137,3129,2267
3138,4186,3189
3139,4008,2818
3140,4261,2894
3141,4166,2294
3142,3989,2428
3143,4927,2357
3144,4238,2528
3145,4092,2369
3146,4892,2192
3147,3187,2448
3148,4224,2568
3149,3223,2662
3150,4222,3183
3151,4191,2749
3152,4025,2234
3153,4231,2700
3154,4066,2272
3155,4075,3209
3156,4010,2719
3157,3198,2019
3158,4734,2709
3159,4181,3306
3160,4722,2417
3161,4984,2559
3162,4052,2736
3163,3974,2980
3164,4112,2300
3165,4904,2084
3166,3053,2565
3167,4801,2851
3168,4216,2539
3169,3115,2639
3170,4675,2739
3171,4150,3201
3172,4151,3003
3173,4110,2658
3174,3954,2763
3175,4299,2113
3176,4068,2781
3177,4213,2516
3178,4219,2775
3179,3991,2695
3180,4034,2832
3181,4907,3006
3182,4049,3119
3183,3150,2805
3184,2923,2946
3185,4101,2293
3186,4147,2707
3187,4677,3147
3188,3973,3102
3189,3138,2733
3190,4724,2584
3191,4898,2556
3192,2917,2126
3193,4202,3219
3194,4291,2563
3195,3248,2743
3196,4117,3208
3197,3994,3000
3198,3966,3157
3199,4123,2368
3200,3983,2815
3201,3171,3069
3202,4775,2874
3203,4226,3232
3204,4651,2502
3205,4834,2798
3206,4182,3092
3207,4288,2849
3208,3196,2010
3209,3155,2543
3210,4664,2742
3211,4043,2455
3212,4035,3107
3213,4098,2882
3214,4176,2640
3215,4203,2548
3216,2915,3070
3217,4044,2619
3218,4103,2655
3219,3193,2574
3220,4175,2799
3221,4162,3235
3222,4076,2450
3223,4005,3149
3224,3988,2553
3225,4929,2519
3226,4286,2420
3227,4136,2573
3228,4113,2346
3229,4037,3278
3230,4087,3247
3231,4152,2445
3232,3203,2206
3233,4139,2515
3234,4214,2732
3235,3221,3051
3236,3080,2686
3237,4016,2571
3238,3109,2365
3239,4830,2778
3240,3014,2597
3241,4029,2350
3242,4172,2811
3243,4128,2974
3244,4797,2462
3245,3999,3118
3246,4253,2827
3247,3230,2977
3248,3969,3195
3249,4899,3298
3250,4201,3274
3251,4073,2432
3252,3069,2514
3253,4259,2546
3254,4022,4378
3255,4788,4634
3256,4998,4585
3257,4798,4822
3258,4290,4685
3259,3975,4358
3260,4071,4733
3261,4129,4810
3262,4069,4650
3263,4296,4638
3264,3029,4621
3265,4077,4558
3266,4031,4557
3267,4232,4329
3268,4141,4351
3269,3034,4519
3270,4127,4605
3271,4210,4981
3272,4142,4986
3273,4040,4561
3274,3250,4441
3275,4100,4538
3276,4170,4951
3277,4208,4363
3278,3229,4298
3279,4106,4567
3280,2987,4546
3281,4047,4571
3282,3059,4594
3283,4050,4848
3284,3979,4533
3285,3066,4949
3286,3956,4390
3287,4255,4644
3288,4295,4454
3289,4164,4532
3290,4095,4649
3291,4973,4914
3292,4138,4528
3293,4009,4602
3294,4221,4407
3295,4661,4980
3296,4227,4498
3297,1695,4424
3298,3249,4462
3299,3133,4470
3300,4148,4467
3301,4916,4311
3302,4167,4332
3303,2946,4385
3304,4185,4386
3305,4250,4492
3306,3159,4530
3307,4282,4920
3308,4280,4468
3309,4298,4669
3310,3058,4736
3311,4017,4581
3312,3978,4686
3313,4957,4763
3314,4015,4534
3315,4976,4369
3316,4082,4994
3317,4158,4720
3318,4755,4344
3319,4235,4717
3320,4140,4698
3321,4237,4382
3322,4981,4859
3323,4028,4479
3324,4653,4321
3325,1622,4579
3326,4297,4541
3327,1734,4941
3328,4115,4487
3329,4001,4611
3330,3998,4583
3331,1579,4497
3332,4053,4576
3333,1896,4536
3334,1596,4578
3335,4061,4410
3336,4985,4448
3337,4284,4327
3338,1806,4517
3339,1894,4445
3340,1729,4365
3341,1649,4908
3342,1753,4481
3343,1674,4653
3344,4719,4551
3345,1665,4397
3346,2927,4433
3347,790,4985
3348,4041,4819
3349,1702,4330
3350,1860,4607
3351,1800,4687
3352,1885,4590
3353,1728,4432
3354,1614,4512
3355,1584,4617
3356,2950,4540
3357,4277,4545
3358,925,4312
3359,651,4821
3360,1866,4490
3361,1829,4692
3362,1736,4508
3363,1668,4640
